date,Peak Demand (MW)
2018-08-25,43860
2018-08-26,45404
2018-08-27,47776
2018-08-28,46632
2018-08-29,43766
2018-08-30,42438
2018-08-31,44866
2018-09-01,43364
2018-09-02,40872
2018-09-03,37721
2018-09-04,38936
2018-09-05,38163
2018-09-06,37767
2018-09-07,36383
2018-09-08,32142
2018-09-09,30764
2018-09-10,34480
2018-09-11,36289
2018-09-12,37113
2018-09-13,39093
2018-09-14,42498
2018-09-15,40463
2018-09-16,41001
2018-09-17,44117
2018-09-18,43746
2018-09-19,44891
2018-09-20,43874
2018-09-21,41397
2018-09-22,29006
2018-09-23,30522
2018-09-24,33727
2018-09-25,35369
2018-09-26,33242
2018-09-27,29250
2018-09-28,29430
2018-09-29,28416
2018-09-30,30671
2018-10-01,34676
2018-10-02,37166
2018-10-03,40744
2018-10-04,38908
2018-10-05,35728
2018-10-06,34222
2018-10-07,29772
2018-10-08,33054
2018-10-09,32188
2018-10-10,29842
2018-10-11,28871
2018-10-12,28448
2018-10-13,27443
2018-10-14,27775
2018-10-15,30014
2018-10-16,29977
2018-10-17,29238
2018-10-18,28204
2018-10-19,28173
2018-10-20,27352
2018-10-21,26230
2018-10-22,28588
2018-10-23,28451
2018-10-24,28491
2018-10-25,28850
2018-10-26,28396
2018-10-27,26852
2018-10-28,26494
2018-10-29,28519
2018-10-30,29264
2018-10-31,28849
2018-11-01,29116
2018-11-02,29709
2018-11-03,27659
2018-11-04,26897
2018-11-05,29037
2018-11-06,29415
2018-11-07,29848
2018-11-08,30961
2018-11-09,32354
2018-11-10,32852
2018-11-11,31094
2018-11-12,34770
2018-11-13,36661
2018-11-14,36071
2018-11-15,35194
2018-11-16,32615
2018-11-17,29776
2018-11-18,30766
2018-11-19,33663
2018-11-20,34258
2018-11-21,32864
2018-11-22,30026
2018-11-23,27624
2018-11-24,27866
2018-11-25,30666
2018-11-26,35236
2018-11-27,35673
2018-11-28,34471
2018-11-29,32149
2018-11-30,31152
2018-12-01,30690
2018-12-02,29899
2018-12-03,33683
2018-12-04,35429
2018-12-05,36284
2018-12-06,34080
2018-12-07,34822
2018-12-08,34584
2018-12-09,33960
2018-12-10,36860
2018-12-11,35685
2018-12-12,33233
2018-12-13,32094
2018-12-14,33692
2018-12-15,32341
2018-12-16,30078
