date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-10-27,36723,37720,37079,35455,32734,29826,27853,26690,25990,25653,26033,27854,31137,32694,32487,33256,34308,35247,36441,37723,38721,40020,40792,40447
2015-10-28,39631,39996,38863,36859,33849,30696,28542,27327,26652,26293,26768,28562,31898,33455,33275,34321,35489,36758,37791,39024,40195,40985,40959,40194
2015-10-29,39306,39645,38479,36482,33540,30358,28194,26878,26205,25955,26394,28228,31750,33294,33016,33678,34662,35477,36396,37574,38750,39714,40323,39872
2015-10-30,39099,39930,39231,37588,35037,32273,30129,28867,28294,28111,28605,30482,33927,35744,36050,36820,37573,37962,38113,38450,38589,38442,38213,37750
2015-10-31,37848,38221,37635,36710,35296,33378,31705,30424,29549,28826,28373,28734,29524,30726,31872,33643,35015,35702,36063,36072,35980,35916,35943,35406
2015-11-01,34812,34567,33894,33126,31836,30024,28329,27098,26242,25673,25384,25323,25643,26419,27411,29315,30830,31783,32449,32983,33333,33568,33775,34025
2015-11-02,34667,35883,35597,34261,32509,30148,27798,26145,25273,24824,24763,25518,27547,30870,31846,32461,33473,34415,35396,36417,37500,38420,38900,38839
2015-11-03,38362,39169,38253,36743,34776,31925,29223,27315,26290,25690,25520,26026,28025,31335,32244,32969,34056,35183,36227,37138,38296,39219,39630,39460
2015-11-04,39018,39891,39156,37931,35886,32995,30170,28242,27222,26617,26490,27037,29027,32474,33453,34169,35194,36469,37558,38227,39081,39564,39618,39594
2015-11-05,40099,41232,40671,39613,37794,35160,32345,30430,29306,28639,28401,28951,30955,34599,35923,37157,38838,40475,41870,42996,44007,44532,44751,44471
2015-11-06,44338,45006,43960,42568,40247,37259,34073,31710,30255,29230,28523,28630,30236,33366,34269,34879,35912,37032,37884,38471,39067,39097,38693,38270
2015-11-07,38361,38640,37517,36385,35149,33543,31604,29729,28552,27708,27318,27270,27794,28868,29862,31495,32706,33479,33615,33362,32770,32292,32002,31883
2015-11-08,32752,33772,33265,32568,31586,30153,28533,27151,26177,25507,25182,25220,25618,26431,27288,28919,30048,30618,30927,31112,31306,31527,31728,31968
2015-11-09,32950,34727,34449,33511,32190,29978,28013,26359,25477,25143,25083,25806,27854,31293,32311,32671,33332,33881,34338,34761,35166,35494,35538,35569
2015-11-10,36165,37517,37047,36050,34379,31718,29249,27570,26614,26099,26035,26683,28728,32177,33142,33631,34387,35304,36001,36484,37052,37220,37122,37274
2015-11-11,38185,39370,38966,38206,36561,34105,31646,29906,28919,28410,28327,28898,30919,34492,36027,36966,38559,40221,41475,42496,43379,43784,43699,43183
2015-11-12,42784,43193,41870,40226,38100,35036,31686,29201,27721,26868,26524,26965,28923,32428,33245,33423,33924,34390,34584,34619,34910,34967,34829,34641
2015-11-13,35362,36479,35978,35213,33568,31184,28795,27177,26348,25946,25856,26432,28428,31967,32854,33053,33488,33758,33889,33668,33633,33399,32956,32904
2015-11-14,33715,34564,33995,33264,32287,30752,28975,27579,26583,25994,25773,25922,26669,27969,28968,30557,31743,32297,32371,32230,32033,31775,31660,31790
2015-11-15,33080,33969,33496,32775,31797,30424,28801,27312,26236,25630,25299,25285,25641,26554,27350,28957,30308,31143,31723,32134,32421,32515,32694,33114
2015-11-16,34657,35838,35598,34683,33362,31215,29045,27397,26499,26047,25964,26573,28630,32301,33824,34337,35369,36489,37208,37823,38265,38432,38471,38726
2015-11-17,39939,41062,40543,39866,38328,35886,33330,31503,30425,29653,29373,29694,31455,34591,35776,36039,36728,37028,36379,35531,34959,34409,34126,34199
2015-11-18,35157,36508,36186,35440,33857,31634,29251,27734,26933,26620,26789,27558,29873,33880,34776,34360,34243,34253,34300,34344,34680,34887,34890,34737
2015-11-19,35305,36666,36151,35438,34030,31669,29230,27612,26881,26540,26568,27444,29861,33729,34517,34352,34528,34753,34805,34946,35377,35559,35591,35558
2015-11-20,35889,37076,36520,35736,34232,31886,29393,27743,26908,26432,26428,27132,29311,32926,33747,33721,34023,34582,34781,34911,35236,35241,34919,34504
2015-11-21,35146,35929,35256,34489,33372,31772,29913,28295,27251,26795,26564,26772,27563,28992,30432,32230,33603,34258,34164,33650,33017,32512,32105,32250
2015-11-22,33771,35457,35334,35110,34555,33525,32288,31407,30883,30673,30814,31269,32348,33833,35238,36069,35930,35089,33932,32999,32083,31360,31191,31501
2015-11-23,33574,35908,36315,36376,35855,34543,33046,32054,31661,31661,32117,33311,35956,39391,40755,40088,38816,37490,36206,35134,34447,33860,33482,33685
2015-11-24,35600,37399,37313,37022,35968,33995,31725,30297,29500,29102,29204,29936,32038,34849,35930,35955,35735,35493,35133,34704,34482,34257,34105,34265
2015-11-25,35647,36647,36082,35423,34143,32294,30096,28344,27242,26598,26465,26966,28450,30651,32000,33166,34340,35212,35585,35664,35858,35743,35483,35254
2015-11-26,36397,37224,36551,35784,34762,33125,31028,29054,27702,26818,26297,26211,26707,27668,28679,30845,33493,35699,36807,36655,35908,34961,34009,33303
2015-11-27,33745,33872,33387,32916,32339,31382,30038,28678,27604,26929,26611,26677,27399,28601,29570,31069,33012,34599,35708,36304,36506,36489,36502,36919
2015-11-28,38407,38933,38425,37848,37126,35916,34358,32807,31732,31064,30768,30830,31518,32773,34037,35807,37580,38611,38892,38722,38238,37757,37630,37990
2015-11-29,39492,40091,39617,39003,38044,36596,34918,33342,32363,31728,31560,31718,32266,33233,34385,35696,36858,37452,37613,37564,37344,37039,37054,37558
2015-11-30,39373,40476,40396,39564,38142,35813,33476,31775,30931,30510,30617,31515,33999,37715,38955,38621,38612,38492,37953,37353,36952,36519,36498,37153
2015-12-01,39239,40542,40274,39663,38171,35735,33219,31621,30763,30532,30807,31881,34589,38526,39739,39135,38625,38041,37397,36600,36005,35612,35601,36245
2015-12-02,38464,40025,40134,39857,38505,36137,33871,32443,31817,31574,31898,33084,35908,39993,40911,39688,38579,37514,36284,35283,34682,34263,33984,34389
2015-12-03,36627,38899,39329,39223,38263,36125,34068,32740,32235,32227,32787,34165,37311,41721,42627,40811,38933,37344,35856,34758,34115,33633,33258,33611
2015-12-04,35552,37908,38505,38728,38010,36070,33999,32719,32252,32351,32845,34113,37179,41608,42516,40751,38967,37495,36121,34993,34283,33646,33278,33443
2015-12-05,35320,37205,37339,37319,36993,35895,34413,33255,32697,32551,32913,33625,35068,37066,38503,38750,37700,36297,34855,33488,32394,31645,31313,31539
2015-12-06,33470,35285,35325,35290,34894,33898,32485,31168,30417,30104,30165,30538,31479,32838,33866,34432,34004,33070,32308,31756,31413,31129,31068,31442
2015-12-07,33458,35804,36093,35841,34806,32827,30780,29493,29048,29083,29665,31093,34283,38850,39923,38582,37220,36071,35212,34594,34340,34030,33818,34035
2015-12-08,35693,37730,37741,37305,36107,33760,31383,29801,29205,29064,29416,30531,33374,37613,38599,37344,36189,35410,34856,34387,34283,34129,34008,34199
2015-12-09,35574,37368,36984,36529,35113,32638,30044,28341,27608,27443,27665,28705,31367,35510,36674,35850,35403,35090,34809,34757,34890,35015,35016,34974
2015-12-10,36356,38023,37766,37090,35784,33288,30730,29012,28126,27750,27740,28452,30748,34513,35561,35324,35292,35277,35423,35384,35963,36336,36427,36138
2015-12-11,36975,38338,37926,37428,36115,33703,30979,29130,28184,27801,27815,28623,30893,34698,35972,35824,36006,36241,36376,36435,36803,37081,37045,36831
2015-12-12,37716,38738,37991,37207,36149,34562,32275,30295,28901,28022,27564,27506,28066,29299,30645,32256,34052,35239,35789,35888,35656,35382,35297,35638
2015-12-13,37275,38086,37609,37061,36293,34735,32680,30811,29398,28078,27248,27038,27289,28018,28837,29860,31243,32202,32681,32964,32809,32539,32549,32847
2015-12-14,34766,36844,37058,36840,35927,33865,31588,30019,29227,28906,29173,30248,33052,37493,38822,37622,36528,35677,34961,34469,34294,34151,34027,34168
2015-12-15,35567,37712,37670,37249,36025,33630,31000,29233,28342,27927,28000,28914,31255,35110,36010,35289,35300,35424,35300,35209,35230,35253,35182,35356
2015-12-16,36892,38603,38339,37778,36465,34048,31316,29313,28380,27940,28002,28716,30898,34775,36228,35833,35964,35785,35414,34866,34557,34209,33999,34247
2015-12-17,36224,38716,38986,39062,38130,36133,33737,32311,31756,31784,32338,33567,36647,41307,42633,41181,39458,37910,36606,35454,34837,34333,34032,34164
2015-12-18,36104,38655,39143,39409,38866,37083,35002,33676,33234,33308,33896,35286,38417,42854,44273,43133,41558,39842,38003,36342,35370,34566,34118,34271
2015-12-19,36516,39148,39494,39636,39316,38227,36723,35384,34704,34472,34615,35232,36397,38221,39658,39981,38826,37238,35681,34145,32849,32103,31779,31930
2015-12-20,33942,36068,36043,35899,35477,34262,32695,31094,30058,29496,29210,29276,29759,30716,31644,32798,33539,33706,33478,33169,32729,32390,32178,32408
2015-12-21,34383,35775,35590,34948,33964,32181,29902,28068,26971,26398,26281,26833,28498,30900,32638,33471,34369,34955,35154,35095,35139,34996,34839,34695
2015-12-22,35934,37622,37159,36467,35274,33397,31055,29200,28033,27612,27706,28478,30498,33280,35066,35369,35300,35189,35012,34864,34983,34965,34931,34897
