date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-10-09,29815,28519,27786,26048,23403,22306,21233,20504,20097,20146,20542,22236,23640,23828,24407,25267,26140,26949,27970,28875,29418,29620,29418,28614
2015-10-10,28546,27937,26848,25276,23889,22432,21388,20678,20192,19992,20075,20563,21231,21527,22656,23422,24021,24367,24438,24766,24869,24912,24672,24331
2015-10-11,24748,24975,23681,22676,21252,20173,19136,18707,18269,18130,18322,18705,19234,19750,20835,21233,21685,22158,22653,22932,23401,23905,24287,24201
2015-10-12,24772,24782,23686,22191,20828,20015,19057,18589,18330,18520,19291,20699,22212,22452,23235,24112,24839,25390,25973,26609,27216,27044,28110,26774
2015-10-13,27753,27434,26240,24711,22843,21403,20539,19917,19665,19764,20733,22298,23397,23279,23976,24860,25628,26326,27176,28031,28605,28515,29219,27989
2015-10-14,29163,29139,25713,24764,21473,21380,20465,19730,19237,19487,20436,22215,23082,23210,23534,23909,24544,25028,25602,26247,26819,27295,27402,26780
2015-10-15,26859,26674,25185,23176,21192,20242,19715,19273,18985,19170,20253,22234,23516,23080,23344,23884,24507,25077,25871,26729,27529,28146,28214,27425
2015-10-16,27681,27445,25968,24036,22330,20813,20027,19490,19133,19234,20132,21954,23125,22998,23502,24266,24893,25539,26266,26927,27508,27770,27360,26245
2015-10-17,25919,25792,24416,23069,21749,20186,19455,18887,18593,18614,18850,19556,20138,20793,21380,21951,22021,21976,21953,21956,22067,22177,22210,21970
2015-10-18,22863,22924,22213,21187,20415,19094,18238,18175,18099,18047,18363,19086,19671,20466,21459,21614,21481,21285,21225,21102,21126,21292,21657,21985
2015-10-19,23406,23817,22951,21705,20320,19520,19028,19132,19140,19628,20786,23290,25181,25040,24912,23973,24274,23985,23747,23675,23591,23511,23760,23983
2015-10-20,25289,25724,24890,23018,22028,21054,20693,20488,20510,20995,21936,23955,25477,25369,25180,24816,24506,24237,24264,24378,24436,24582,24643,24638
2015-10-21,25884,25969,24951,23223,22098,21107,20284,20005,19941,20227,21462,23075,24379,24379,24697,24687,24418,24569,24978,25300,25615,25867,25929,25735
2015-10-22,26668,26449,25320,23577,22231,20977,20290,19856,19597,19790,20852,22293,23855,23703,23990,24561,25009,25483,26003,26482,26841,27078,26948,26522
2015-10-23,27406,27126,25882,23996,22299,21018,20256,19783,19413,19483,20416,22456,23570,23517,23808,24570,25174,25680,26462,26789,27442,27788,27255,26622
2015-10-24,26735,26161,25006,23732,22043,21192,20438,19841,19354,19102,19308,19826,20675,20858,21768,22668,23487,24086,24580,24853,25022,25122,24982,24569
2015-10-25,25357,25088,24150,22881,21823,20783,20078,19341,18932,18690,18843,19101,19626,20144,21188,21917,22557,22862,23415,23667,23647,23754,23945,24473
2015-10-26,25824,25678,24613,23100,21827,20783,19922,19537,19353,19579,20532,22277,23921,24573,24739,25339,25572,25572,25503,25323,25045,25183,25306,24792
2015-10-27,26608,25998,24808,23714,21604,20866,20517,20023,19727,20024,21089,22988,24500,24546,24678,25032,25301,24578,24760,25248,25220,25319,25463,26057
2015-10-28,26894,26696,25574,23628,22535,21120,20808,20232,20003,20212,21237,23119,24231,24203,24380,24898,25181,25425,25671,25962,26118,26245,26178,25881
2015-10-29,26868,26552,25357,23594,21796,20635,20410,19857,19606,19762,20752,22281,23668,23617,23956,24500,24945,25330,25749,26039,26160,26118,25925,25614
2015-10-30,26543,26350,25157,23507,21724,20630,20308,19738,19511,19654,20605,21915,23203,23520,23689,23891,23777,23796,23900,24241,24246,24332,24144,23980
2015-10-31,24204,23965,23287,22178,21333,20040,19417,18924,18612,18565,18915,19565,20443,21265,22225,22677,22956,23012,22922,22904,22916,23005,22945,23000
2015-11-01,23486,23259,22857,22043,21155,20070,19268,18625,18133,17985,18118,18308,18730,19732,20604,21662,22555,22872,23162,23077,23389,23470,23837,24290
2015-11-02,25141,25268,24361,23401,22089,20941,19995,19154,19118,19089,19403,20607,22414,23913,24447,24993,25697,26187,26427,26569,26606,26588,26577,26904
