date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-10-09,32138,32211,31382,29699,27512,25425,23949,23062,22518,22202,22297,23164,25132,26574,26714,27174,27662,27926,28178,28469,28472,28462,28494,27966
2015-10-10,27358,27653,27112,26116,24829,23365,22280,21639,21215,21047,21088,21224,21845,22526,23251,24053,24668,25051,25335,25753,26240,26815,27374,27342
2015-10-11,26846,27165,26712,25715,24478,23058,21891,21173,20648,20352,20284,20472,20917,21418,22206,23277,24226,25300,26668,28127,29531,30867,31864,32181
2015-10-12,31598,31666,30786,29251,27249,25132,23685,22783,22216,21894,22082,23087,25159,26530,26977,27977,29122,29982,30742,31598,32179,32499,32645,32155
2015-10-13,31198,31118,30133,28459,26295,24279,22875,22058,21573,21347,21501,22508,24695,26077,26174,26634,27369,28067,28698,29570,30303,30953,31470,31343
2015-10-14,30560,30587,29629,28059,25966,24014,22683,21912,21432,21214,21407,22459,24774,26245,26365,26852,27671,28400,29262,30377,31348,32197,32807,32558
2015-10-15,31571,31277,30134,28510,26519,24447,23087,22303,21838,21541,21608,22553,24666,26082,26308,26973,27897,28841,29983,31228,32171,32829,33132,32448
2015-10-16,31536,31382,30299,28752,26785,24835,23482,22594,22025,21761,21916,22746,24722,26188,26430,26863,27239,27340,27373,27597,27681,27684,27603,27134
2015-10-17,26667,27134,26613,25757,24598,23208,22055,21523,21051,20938,20944,21409,22161,23097,23707,24352,24692,24738,24617,24545,24502,24527,24664,24696
2015-10-18,24851,25677,25384,24612,23539,22364,21519,20921,20575,20402,20363,20650,21310,22025,22693,23331,23561,23692,23965,24154,24356,24684,25120,25438
2015-10-19,25736,26770,26377,25322,23813,22410,21453,20896,20647,20649,21035,22227,24573,26171,26288,26669,27085,27531,27845,28415,28690,28878,29054,28833
2015-10-20,28762,29349,28674,27434,25618,23833,22714,22000,21539,21393,21619,22645,24805,26356,26388,26786,27393,27919,28561,29304,29888,30338,30612,30241
2015-10-21,29897,30423,29713,28371,26423,24495,23298,22542,22070,21854,22065,23070,25299,26894,27003,27458,28151,28856,29562,30347,30890,31158,31328,30937
