date,Peak Demand (MW)
2018-02-13,3242
2018-02-14,2989
2018-02-15,2945
2018-02-16,2934
2018-02-17,2790
2018-02-18,2777
2018-02-19,3122
2018-02-20,3233
2018-02-21,3325
2018-02-22,3253
2018-02-23,3416
2018-02-24,3210
2018-02-25,2751
2018-02-26,3121
2018-02-27,3091
2018-02-28,3082
2018-03-01,3044
2018-03-02,2998
2018-03-03,2835
2018-03-04,2633
2018-03-05,2859
2018-03-06,3086
2018-03-07,2894
2018-03-08,2829
2018-03-09,2797
2018-03-10,2619
2018-03-11,2408
2018-03-12,2607
2018-03-13,2531
2018-03-14,2682
2018-03-15,2901
2018-03-16,2780
2018-03-17,2555
2018-03-18,2453
2018-03-19,2908
2018-03-20,2959
2018-03-21,2813
2018-03-22,2731
2018-03-23,2936
2018-03-24,2824
2018-03-25,2652
2018-03-26,2886
2018-03-27,2721
2018-03-28,2596
2018-03-29,2686
2018-03-30,2507
2018-03-31,2343
2018-04-01,2447
2018-04-02,2858
2018-04-03,2958
2018-04-04,2757
2018-04-05,2573
2018-04-06,2572
2018-04-07,2298
2018-04-08,2445
2018-04-09,2682
2018-04-10,2458
2018-04-11,2560
2018-04-12,2758
2018-04-13,2694
2018-04-14,2486
2018-04-15,2400
2018-04-16,2771
2018-04-17,2752
2018-04-18,2703
2018-04-19,2662
2018-04-20,2530
2018-04-21,2269
2018-04-22,2193
2018-04-23,2513
2018-04-24,2407
2018-04-25,2540
2018-04-26,2631
2018-04-27,2712
2018-04-28,2332
2018-04-29,2173
2018-04-30,2472
2018-05-01,2456
2018-05-02,2474
2018-05-03,2406
2018-05-04,2443
2018-05-05,2269
2018-05-06,2158
2018-05-07,2414
2018-05-08,2546
2018-05-09,2468
2018-05-10,2345
2018-05-11,2369
2018-05-12,2246
2018-05-13,2404
2018-05-14,2879
2018-05-15,3053
2018-05-16,2511
2018-05-17,2376
2018-05-18,2336
2018-05-19,2283
2018-05-20,2121
2018-05-21,2359
2018-05-22,2694
2018-05-23,2867
2018-05-24,2832
2018-05-25,2575
2018-05-26,2328
2018-05-27,2072
2018-05-28,2254
2018-05-29,2326
2018-05-30,2343
2018-05-31,2355
2018-06-01,2321
2018-06-02,2299
2018-06-03,2477
2018-06-04,2372
2018-06-05,2399
2018-06-06,2529
2018-06-07,2628
2018-06-08,2424
2018-06-09,2332
2018-06-10,2134
2018-06-11,2308
2018-06-12,2501
2018-06-13,2541
2018-06-14,2360
2018-06-15,2354
2018-06-16,2299
2018-06-17,2589
2018-06-18,2833
2018-06-19,3068
2018-06-20,3468
2018-06-21,3531
2018-06-22,2536
2018-06-23,2542
2018-06-24,2697
2018-06-25,3004
2018-06-26,2506
2018-06-27,2599
2018-06-28,2629
2018-06-29,2596
2018-06-30,2666
2018-07-01,2485
2018-07-02,2472
2018-07-03,2423
2018-07-04,2537
2018-07-05,2886
2018-07-06,3014
2018-07-07,2840
2018-07-08,2695
2018-07-09,2904
2018-07-10,2617
2018-07-11,3049
2018-07-12,3584
2018-07-13,3674
2018-07-14,3518
2018-07-15,3409
2018-07-16,3703
2018-07-17,3824
2018-07-18,3660
2018-07-19,3279
2018-07-20,2595
2018-07-21,2630
2018-07-22,2918
2018-07-23,3578
2018-07-24,3686
2018-07-25,3693
2018-07-26,3777
2018-07-27,3795
2018-07-28,3508
2018-07-29,3458
2018-07-30,3692
2018-07-31,3787
2018-08-01,3619
2018-08-02,3272
2018-08-03,2581
2018-08-04,2639
2018-08-05,2941
2018-08-06,3439
2018-08-07,3594
2018-08-08,3762
2018-08-09,3751
2018-08-10,3844
2018-08-11,3547
2018-08-12,2534
2018-08-13,3239
2018-08-14,3404
2018-08-15,3543
2018-08-16,3493
2018-08-17,3092
2018-08-18,2809
2018-08-19,2841
2018-08-20,3071
2018-08-21,3406
2018-08-22,3514
2018-08-23,3543
2018-08-24,2519
2018-08-25,2373
2018-08-26,2210
2018-08-27,2575
2018-08-28,2915
2018-08-29,3095
2018-08-30,3053
2018-08-31,2607
2018-09-01,2550
2018-09-02,2248
2018-09-03,2368
2018-09-04,2610
2018-09-05,2974
2018-09-06,3138
2018-09-07,3132
2018-09-08,2850
2018-09-09,2386
2018-09-10,2537
2018-09-11,2519
2018-09-12,2423
2018-09-13,2409
2018-09-14,2409
2018-09-15,2344
2018-09-16,2165
2018-09-17,2342
2018-09-18,2416
2018-09-19,2436
2018-09-20,2458
2018-09-21,2458
2018-09-22,2375
2018-09-23,2197
2018-09-24,2354
2018-09-25,2483
2018-09-26,2602
2018-09-27,2633
2018-09-28,2735
2018-09-29,2732
2018-09-30,2224
2018-10-01,2449
2018-10-02,2508
2018-10-03,2450
2018-10-04,2427
2018-10-05,2626
2018-10-06,2627
2018-10-07,2235
2018-10-08,2463
2018-10-09,2550
2018-10-10,2494
2018-10-11,2468
2018-10-12,2432
2018-10-13,2345
2018-10-14,2226
2018-10-15,2505
2018-10-16,2522
2018-10-17,2514
2018-10-18,2490
2018-10-19,2466
2018-10-20,2367
2018-10-21,2228
2018-10-22,2523
2018-10-23,2518
2018-10-24,2590
2018-10-25,2504
2018-10-26,2577
2018-10-27,2446
2018-10-28,2317
2018-10-29,2512
2018-10-30,2589
2018-10-31,2643
2018-11-01,2536
2018-11-02,2522
2018-11-03,2400
2018-11-04,2358
2018-11-05,2483
2018-11-06,2646
2018-11-07,2641
2018-11-08,2801
2018-11-09,2874
2018-11-10,2752
2018-11-11,2571
2018-11-12,2726
2018-11-13,2938
2018-11-14,3001
2018-11-15,2876
2018-11-16,2721
2018-11-17,2608
2018-11-18,2526
2018-11-19,2849
2018-11-20,2885
2018-11-21,2871
2018-11-22,2875
2018-11-23,2470
2018-11-24,2585
2018-11-25,2655
2018-11-26,2853
2018-11-27,2920
2018-11-28,2754
2018-11-29,2858
2018-11-30,2895
2018-12-01,2929
2018-12-02,2778
2018-12-03,3081
2018-12-04,3168
2018-12-05,3183
2018-12-06,3256
2018-12-07,3157
2018-12-08,3221
2018-12-09,2986
2018-12-10,3126
2018-12-11,3109
2018-12-12,3059
2018-12-13,3030
2018-12-14,2951
2018-12-15,2988
2018-12-16,2828
2018-12-17,2851
2018-12-18,3018
2018-12-19,2903
2018-12-20,2882
2018-12-21,2993
2018-12-22,3020
2018-12-23,2908
2018-12-24,2714
2018-12-25,2739
2018-12-26,2922
2018-12-27,3016
2018-12-28,2944
2018-12-29,2950
2018-12-30,2716
2018-12-31,2792
2019-01-01,2979
2019-01-02,3087
2019-01-03,3153
2019-01-04,2926
2019-01-05,2822
2019-01-06,2778
2019-01-07,3015
2019-01-08,3093
2019-01-09,3081
2019-01-10,3004
2019-01-11,2830
2019-01-12,2912
2019-01-13,2742
2019-01-14,3072
2019-01-15,3190
2019-01-16,3231
2019-01-17,3161
2019-01-18,2991
2019-01-19,2951
2019-01-20,2656
2019-01-21,2895
2019-01-22,3015
2019-01-23,3095
2019-01-24,2826
2019-01-25,2921
2019-01-26,2845
2019-01-27,2783
2019-01-28,2958
2019-01-29,3028
2019-01-30,3114
2019-01-31,3115
2019-02-01,2893
2019-02-02,2788
2019-02-03,2653
2019-02-04,3020
2019-02-05,3327
2019-02-06,3355
2019-02-07,3467
2019-02-08,3346
2019-02-09,3179
2019-02-10,3236
2019-02-11,3269
2019-02-12,3236
2019-02-13,3184
2019-02-14,3075
2019-02-15,3132
2019-02-16,2949
2019-02-17,2855
2019-02-18,3146
2019-02-19,3119
2019-02-20,3140
2019-02-21,3235
2019-02-22,3193
2019-02-23,3074
2019-02-24,2841
2019-02-25,3277
2019-02-26,3385
2019-02-27,3426
2019-02-28,3322
2019-03-01,3129
2019-03-02,2821
2019-03-03,2850
2019-03-04,3185
2019-03-05,3369
2019-03-06,3162
2019-03-07,3218
2019-03-08,3096
2019-03-09,2972
2019-03-10,2822
2019-03-11,3290
2019-03-12,2880
2019-03-13,2958
2019-03-14,3015
2019-03-15,2829
2019-03-16,2520
2019-03-17,2374
2019-03-18,2645
2019-03-19,2565
2019-03-20,2446
2019-03-21,2470
2019-03-22,2602
2019-03-23,2485
2019-03-24,2318
2019-03-25,2617
2019-03-26,2647
2019-03-27,2654
2019-03-28,2728
2019-03-29,2534
2019-03-30,2289
